,date_assigned,zip_code,action,geolocation,city,service_request_status,condition,latitude,location_description,service_request_closed_time,disposition,case_number,service_request_created_date,street_address,longitude,violation_id,corrected,code_reference,item,inspection_date,date_closed,service_request_number,unit_number,date_filed
10,2023-02-22T00:00:00.000,20815,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",CHEVY CHASE,Closed,Cooling/ Heating,0,Entire Facility,2023-02-23T00:00:00.000,Violations Corrected,177858,2023-02-22T00:00:00.000,4701 WILLARD AVE,0,609319,2023-02-23T00:00:00.000,26-9(a)(4),HVAC,2023-02-22T00:00:00.000,2023-02-23T00:00:00.000,1518992538,Apt 1403,2023-02-22T00:00:00.000
11,2023-02-22T00:00:00.000,20877,No Action Necessary,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GAITHERSBURG,Closed,General Condition,0,Entire Unit,2023-02-28T00:00:00.000,Violation Unfounded,177854,2023-02-22T00:00:00.000,7679 LAYTONIA DR,0,609717,2023-02-28T00:00:00.000,,No Violations Observed,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1518958732,,2023-02-22T00:00:00.000
12,2023-02-21T00:00:00.000,20874,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,Gate,0,Exterior,2023-02-22T00:00:00.000,Violations Corrected,177823,2023-02-19T00:00:00.000,13613 HARTSBOURNE DR,0,608988,2023-02-22T00:00:00.000,26-9(a)(1),Fence,2023-02-22T00:00:00.000,2023-02-22T00:00:00.000,1518749683,,2023-02-21T00:00:00.000
13,2023-02-21T00:00:00.000,20895,Restore Service,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",KENSINGTON,Closed,"Electric, Gas, or Water",0,Basement,2023-02-24T00:00:00.000,Violations Corrected,177848,2023-02-21T00:00:00.000,3200 PLYERS MILL RD,0,609436,2023-02-24T00:00:00.000,26-9(a)(7),Utilities,2023-02-23T00:00:00.000,2023-02-24T00:00:00.000,1518925604,,2023-02-21T00:00:00.000
14,2023-02-21T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Wood,0,Balcony,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609842,2023-03-09T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Exterior,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
15,2023-02-21T00:00:00.000,20904,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Roach,0,Entire Unit,2023-02-22T00:00:00.000,Violations Corrected,177822,2023-02-20T00:00:00.000,3341 TEAGARDEN CIR,0,608930,2023-02-22T00:00:00.000,26-9(a)(9),Infestation,2023-02-22T00:00:00.000,2023-02-22T00:00:00.000,1518816932,Apt 102,2023-02-21T00:00:00.000
16,2023-02-21T00:00:00.000,20906,Correct Trip Hazard,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Kitchen,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609843,2023-03-09T00:00:00.000,26-9(c)(5),Floor,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
17,2023-02-21T00:00:00.000,20906,Install/ Provide,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Cover,0,Kitchen,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609846,2023-03-08T00:00:00.000,26-9(a)(4),Ventilation/ Exhaust Fan,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
18,2023-02-21T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Balcony,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609841,2023-03-09T00:00:00.000,26-9(a)(1),Handrail/ Guardrail/ Balusters,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
19,2023-02-21T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bedroom 1,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609847,2023-03-09T00:00:00.000,26-9(a)(2),Door,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
20,2023-02-21T00:00:00.000,20906,Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Hall,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609840,2023-03-09T00:00:00.000,26-9(a)(2),Door,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
21,2023-02-21T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bathroom 2,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609845,2023-03-08T00:00:00.000,26-6(a),Electrical Outlet,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
22,2023-02-21T00:00:00.000,20906,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bedroom 3,2023-03-09T00:00:00.000,Violations Corrected,177833,2023-02-21T00:00:00.000,14205 GEORGIA AVE,0,609844,2023-03-08T00:00:00.000,26-8(b)(1),Smoke Alarm,2023-03-01T00:00:00.000,2023-03-09T00:00:00.000,1518871990,Apt 203,2023-02-21T00:00:00.000
23,2023-02-17T00:00:00.000,20910,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bathroom 1,2023-03-08T00:00:00.000,Violations Corrected,177808,2023-02-17T00:00:00.000,1316 FENWICK LN,0,608743,2023-03-07T00:00:00.000,26-9(a)(2),Door,2023-02-21T00:00:00.000,2023-03-08T00:00:00.000,1518637750,Apt 1202,2023-02-17T00:00:00.000
24,2023-02-17T00:00:00.000,20901,Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Kitchen,2023-03-06T00:00:00.000,Violations Corrected,177809,2023-02-17T00:00:00.000,8902 MANCHESTER RD,0,608746,2023-03-06T00:00:00.000,26-9(c)(1),Dishwasher,2023-02-21T00:00:00.000,2023-03-06T00:00:00.000,1518656965,Apt 208,2023-02-17T00:00:00.000
25,2023-02-17T00:00:00.000,20910,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bathroom 1,2023-03-08T00:00:00.000,Violations Corrected,177808,2023-02-17T00:00:00.000,1316 FENWICK LN,0,608742,2023-03-07T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-02-21T00:00:00.000,2023-03-08T00:00:00.000,1518637750,Apt 1202,2023-02-17T00:00:00.000
26,2023-02-17T00:00:00.000,20901,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Kitchen,2023-03-06T00:00:00.000,Violations Corrected,177809,2023-02-17T00:00:00.000,8902 MANCHESTER RD,0,608747,2023-03-06T00:00:00.000,26-6(a),Light/ Electrical Fixture,2023-02-21T00:00:00.000,2023-03-06T00:00:00.000,1518656965,Apt 208,2023-02-17T00:00:00.000
27,2023-02-17T00:00:00.000,20910,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Living Room,2023-03-08T00:00:00.000,Violations Corrected,177808,2023-02-17T00:00:00.000,1316 FENWICK LN,0,608745,2023-03-07T00:00:00.000,26-7(e)(3),HVAC,2023-02-21T00:00:00.000,2023-03-08T00:00:00.000,1518637750,Apt 1202,2023-02-17T00:00:00.000
28,2023-02-17T00:00:00.000,20910,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Bathroom 1,2023-03-08T00:00:00.000,Violations Corrected,177808,2023-02-17T00:00:00.000,1316 FENWICK LN,0,608744,2023-03-07T00:00:00.000,26-9(c)(5),Floor,2023-02-21T00:00:00.000,2023-03-08T00:00:00.000,1518637750,Apt 1202,2023-02-17T00:00:00.000
29,2023-02-17T00:00:00.000,20901,Correct,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Pressure,0,Bathroom 1,2023-03-06T00:00:00.000,Violations Corrected,177809,2023-02-17T00:00:00.000,8902 MANCHESTER RD,0,608749,2023-03-06T00:00:00.000,26-9(c)(1),Water Supply,2023-02-21T00:00:00.000,2023-03-06T00:00:00.000,1518656965,Apt 208,2023-02-17T00:00:00.000
30,2023-02-17T00:00:00.000,20901,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Kitchen,2023-03-06T00:00:00.000,Violations Corrected,177809,2023-02-17T00:00:00.000,8902 MANCHESTER RD,0,608748,2023-03-06T00:00:00.000,26-9(a)(4),Microwave,2023-02-21T00:00:00.000,2023-03-06T00:00:00.000,1518656965,Apt 208,2023-02-17T00:00:00.000
31,2023-02-16T00:00:00.000,20895,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",KENSINGTON,Closed,General Condition,0,Entire Unit,2023-02-23T00:00:00.000,Violations Corrected,177786,2023-02-16T00:00:00.000,3355 UNIVERSITY BLVD W,0,608385,2023-02-21T00:00:00.000,26-7(e)(3),HVAC,2023-02-16T00:00:00.000,2023-02-23T00:00:00.000,1518526196,,2023-02-16T00:00:00.000
32,2023-02-16T00:00:00.000,20895,Clean and Maintain,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",KENSINGTON,Closed,Closet/Room,0,Entire Unit,2023-02-23T00:00:00.000,Violations Corrected,177786,2023-02-16T00:00:00.000,3355 UNIVERSITY BLVD W,0,608387,2023-02-21T00:00:00.000,26-9(a)(6),HVAC,2023-02-16T00:00:00.000,2023-02-23T00:00:00.000,1518526196,,2023-02-16T00:00:00.000
33,2023-02-16T00:00:00.000,20895,Install/ Provide,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",KENSINGTON,Closed,Outside each sleeping area,0,Hall,2023-02-23T00:00:00.000,Violations Corrected,177786,2023-02-16T00:00:00.000,3355 UNIVERSITY BLVD W,0,608384,2023-02-22T00:00:00.000,26-8(b)(1),Smoke Alarm,2023-02-16T00:00:00.000,2023-02-23T00:00:00.000,1518526196,,2023-02-16T00:00:00.000
34,2023-02-16T00:00:00.000,20895,Label,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",KENSINGTON,Closed,Circuit Breaker,0,Hall,2023-02-23T00:00:00.000,Violations Corrected,177786,2023-02-16T00:00:00.000,3355 UNIVERSITY BLVD W,0,608386,2023-02-21T00:00:00.000,26-6(a),Electrical Wiring/ Service Panel,2023-02-16T00:00:00.000,2023-02-23T00:00:00.000,1518526196,,2023-02-16T00:00:00.000
35,2023-02-15T00:00:00.000,20902,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Rubbish (branches/ brush/ litter),0,Exterior,2023-03-06T00:00:00.000,Violations Corrected,177765,2023-02-14T00:00:00.000,2200 PRICHARD RD,0,608227,2023-03-06T00:00:00.000,26-9(a)(8),Solid Waste,2023-02-15T00:00:00.000,2023-03-06T00:00:00.000,1518389786,,2023-02-15T00:00:00.000
36,2023-02-15T00:00:00.000,20902,Remove dead tree - standing,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-03-06T00:00:00.000,Violations Corrected,177765,2023-02-14T00:00:00.000,2200 PRICHARD RD,0,608228,2023-02-16T00:00:00.000,26-9(b)(5),Tree/ Tree Limbs/ Shrubbery,2023-02-15T00:00:00.000,2023-03-06T00:00:00.000,1518389786,,2023-02-15T00:00:00.000
37,2023-02-15T00:00:00.000,20902,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Rubbish (branches/ brush/ litter),0,Exterior,2023-02-28T00:00:00.000,Violations Corrected,177767,2023-02-14T00:00:00.000,2110 PRICHARD RD,0,608231,2023-02-28T00:00:00.000,26-9(a)(8),Solid Waste,2023-02-15T00:00:00.000,2023-02-28T00:00:00.000,1518389725,,2023-02-15T00:00:00.000
38,2023-02-15T00:00:00.000,20902,Remove dead tree - standing,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-02-28T00:00:00.000,Violations Corrected,177767,2023-02-14T00:00:00.000,2110 PRICHARD RD,0,608230,2023-02-28T00:00:00.000,26-9(b)(5),Tree/ Tree Limbs/ Shrubbery,2023-02-15T00:00:00.000,2023-02-28T00:00:00.000,1518389725,,2023-02-15T00:00:00.000
39,2023-02-15T00:00:00.000,20902,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Rubbish (branches/ brush/ litter),0,Exterior,2023-03-06T00:00:00.000,Violations Corrected,177765,2023-02-14T00:00:00.000,2200 PRICHARD RD,0,608229,2023-03-06T00:00:00.000,26-9(a)(8),Solid Waste,2023-02-15T00:00:00.000,2023-03-06T00:00:00.000,1518389786,,2023-02-15T00:00:00.000
40,2023-02-13T00:00:00.000,20906,Restore Service,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,"Electric, Gas, or Water",0,Entire Facility,2023-02-15T00:00:00.000,Violations Corrected,177740,2023-02-13T00:00:00.000,3412 HEWITT AVE,0,607065,2023-02-15T00:00:00.000,26-9(a)(7),Utilities,2023-02-13T00:00:00.000,2023-02-15T00:00:00.000,1518233572,,2023-02-13T00:00:00.000
41,2023-02-13T00:00:00.000,20906,Remove and maintain grounds,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General Condition,0,Exterior,2023-03-08T00:00:00.000,Violations Corrected,177741,2023-02-13T00:00:00.000,3902 LITTLETON ST,0,607103,2023-03-08T00:00:00.000,26-9(a)(8),Solid Waste,2023-02-14T00:00:00.000,2023-03-08T00:00:00.000,1518229522,,2023-02-13T00:00:00.000
42,2023-02-13T00:00:00.000,20901,Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General,0,Exterior,2023-03-08T00:00:00.000,Violations Corrected,177746,2023-02-13T00:00:00.000,1119 LOXFORD TER,0,608033,2023-03-08T00:00:00.000,26-9(a)(12),Public Nuisance,2023-02-15T00:00:00.000,2023-03-08T00:00:00.000,1518230070,,2023-02-13T00:00:00.000
43,2023-02-13T00:00:00.000,20901,Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,General,0,Exterior,2023-03-08T00:00:00.000,Violations Corrected,177746,2023-03-01T00:00:00.000,1119 LOXFORD TER,0,608033,2023-03-08T00:00:00.000,26-9(a)(12),Public Nuisance,2023-02-15T00:00:00.000,2023-03-08T00:00:00.000,1519595257,,2023-02-13T00:00:00.000
44,2023-02-13T00:00:00.000,20906,Remove,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,Auto Parts,0,Exterior,2023-03-08T00:00:00.000,Violations Corrected,177741,2023-02-13T00:00:00.000,3902 LITTLETON ST,0,607102,2023-03-08T00:00:00.000,26-9(a)(8),Solid Waste,2023-02-14T00:00:00.000,2023-03-08T00:00:00.000,1518229522,,2023-02-13T00:00:00.000
45,2023-02-13T00:00:00.000,20906,Restore Service,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",SILVER SPRING,Closed,"Electric, Gas, or Water",0,Entire Facility,2023-02-15T00:00:00.000,Violations Corrected,177748,2023-02-13T00:00:00.000,3412 HEWITT AVE,0,607066,2023-02-15T00:00:00.000,26-9(a)(7),Utilities,2023-02-13T00:00:00.000,2023-02-15T00:00:00.000,1518270714,,2023-02-13T00:00:00.000
46,2023-02-10T00:00:00.000,20874,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,General Condition,0,Kitchen,2023-03-10T00:00:00.000,Violations Corrected,177728,2023-02-10T00:00:00.000,18838 BENT WILLOW CIR,0,607046,2023-03-10T00:00:00.000,26-6(a),Electrical Outlet,2023-02-10T00:00:00.000,2023-03-10T00:00:00.000,1518017941,,2023-02-10T00:00:00.000
47,2023-02-10T00:00:00.000,20874,Repair/Replace,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,General Condition,0,Bathroom 1,2023-03-10T00:00:00.000,Violations Corrected,177728,2023-02-10T00:00:00.000,18838 BENT WILLOW CIR,0,607047,2023-03-10T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-02-10T00:00:00.000,2023-03-10T00:00:00.000,1518017941,,2023-02-10T00:00:00.000
48,2023-02-10T00:00:00.000,20874,Investigate Cause and Repair,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,Water/ Mold-Light,0,Living Room,2023-03-10T00:00:00.000,Violations Corrected,177728,2023-02-10T00:00:00.000,18838 BENT WILLOW CIR,0,607048,2023-03-10T00:00:00.000,26-9(a)(1),Walls/ Ceiling - Interior,2023-02-10T00:00:00.000,2023-03-10T00:00:00.000,1518017941,,2023-02-10T00:00:00.000
49,2023-02-10T00:00:00.000,20874,Exterminate/ Eliminate,"{'latitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '0.0'}",GERMANTOWN,Closed,Rat/Mouse,0,Entire Unit,2023-03-10T00:00:00.000,Violations Corrected,177728,2023-02-10T00:00:00.000,18838 BENT WILLOW CIR,0,607045,2023-03-10T00:00:00.000,26-9(a)(9),Infestation,2023-02-10T00:00:00.000,2023-03-10T00:00:00.000,1518017941,,2023-02-10T00:00:00.000
